Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Category,Is_Outlier,Year,Month
Sports Direct,1128299,2021-10-15,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,118.81,745,88513.45,41997.15,0.4745,In-store,Footwear,True,2021,2021-10
West Gear,1189833,2021-10-15,Northeast,Massachusetts,Worcester,Women's Apparel,38.53,799,30785.47,7343.73,0.2385,Outlet,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-15,West,Washington,Seattle,Women's Street Footwear,68.74,571,39250.54,13613.45,0.3468,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,68.13,114,7766.82,2913.22,0.3751,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-15,Northeast,New Jersey,Jersey City,Men's Street Footwear,94.81,504,47784.24,13735.8,0.2875,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-15,Southeast,Florida,Tampa,Men's Athletic Footwear,91.26,696,63516.96,25266.33,0.3978,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-16,Northeast,New Jersey,Newark,Men's Street Footwear,50.85,205,10424.25,3688.48,0.3538,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-16,Northeast,Massachusetts,Worcester,Men's Street Footwear,60.26,837,50437.62,20447.56,0.4054,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-16,Southeast,Virginia,Richmond,Men's Athletic Footwear,88.47,47,4158.09,721.15,0.1734,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-16,Northeast,Massachusetts,Worcester,Women's Street Footwear,56.59,421,23824.39,7515.43,0.3155,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-16,Northeast,Massachusetts,Worcester,Men's Street Footwear,67.23,415,27900.45,4506.22,0.1615,Outlet,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-16,Southeast,Virginia,Virginia Beach,Women's Street Footwear,87.35,491,42888.85,15202.89,0.3545,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-16,Midwest,Ohio,Cleveland,Men's Athletic Footwear,39.21,287,11253.27,2135.85,0.1898,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-16,South,Texas,Austin,Men's Athletic Footwear,105.17,687,72251.79,34898.74,0.483,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-16,South,Tennessee,Memphis,Women's Apparel,34.63,177,6129.51,2403.13,0.3921,In-store,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-16,South,Tennessee,Nashville,Women's Street Footwear,64.5,575,37087.5,13669.09,0.3686,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-17,Midwest,Michigan,Grand Rapids,Men's Street Footwear,45.74,175,8004.5,1915.89,0.2394,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-17,Southeast,Georgia,Atlanta,Women's Athletic Footwear,91.18,205,18691.9,7742.32,0.4142,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-17,West,Colorado,Denver,Women's Apparel,38.93,216,8408.88,3329.02,0.3959,In-store,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-17,Midwest,Minnesota,Saint Paul,Men's Street Footwear,55.77,319,17790.63,4699.19,0.2641,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-17,Midwest,Illinois,Springfield,Women's Athletic Footwear,60.57,31,1877.67,878.2,0.4677,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-17,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,45.42,386,17532.12,3817.57,0.2177,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-17,West,Colorado,Colorado Springs,Men's Street Footwear,90.41,172,15550.52,5992.4,0.3854,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-17,Southeast,North Carolina,Raleigh,Men's Street Footwear,92.56,359,33229.04,11792.94,0.3549,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-17,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,71.71,503,36070.13,14502.43,0.4021,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-17,Northeast,Pennsylvania,Pittsburgh,Men's Athletic Footwear,81.92,129,10567.68,5152.58,0.4876,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-17,Southeast,Virginia,Virginia Beach,Women's Apparel,24.05,664,15969.2,5121.94,0.3207,Online,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-17,South,Tennessee,Memphis,Women's Athletic Footwear,68.21,260,17734.6,7152.69,0.4033,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-18,Midwest,Illinois,Chicago,Men's Athletic Footwear,71.93,635,45675.55,20394.69,0.4465,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-18,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,54.3,577,31331.1,6354.97,0.2028,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-18,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,63.1,322,20318.2,3709.83,0.1826,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-18,West,Colorado,Denver,Women's Street Footwear,46.55,47,2187.85,672.72,0.3075,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-18,South,Oklahoma,Oklahoma City,Women's Street Footwear,62.39,195,12166.05,5380.7,0.4423,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-18,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,104.38,558,58244.04,21470.04,0.3686,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-18,South,Texas,Austin,Women's Apparel,29.21,756,22082.76,5646.34,0.2557,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-18,Southeast,Georgia,Savannah,Women's Athletic Footwear,64.21,813,52202.73,17883.37,0.3426,Online,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-18,Midwest,Illinois,Springfield,Women's Athletic Footwear,68.32,341,23297.12,11186.59,0.4802,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-18,West,Nevada,Reno,Men's Apparel,56.2,134,7530.8,3362.72,0.4465,In-store,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-19,Midwest,Illinois,Chicago,Women's Street Footwear,51.3,415,21289.5,4803.78,0.2256,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-19,South,Louisiana,New Orleans,Women's Athletic Footwear,62.17,213,13242.21,2913.16,0.22,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-19,South,Texas,Houston,Men's Apparel,52.38,252,13199.76,4525.1,0.3428,In-store,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-19,Northeast,New York,Buffalo,Men's Athletic Footwear,85.61,109,9331.49,4156.81,0.4455,In-store,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-19,Midwest,Ohio,Columbus,Women's Apparel,57.74,771,44517.54,19721.81,0.443,In-store,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-19,West,Colorado,Colorado Springs,Men's Street Footwear,100.83,282,28434.06,14538.53,0.5113,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-19,West,California,Los Angeles,Men's Athletic Footwear,103.93,805,83663.65,37800.39,0.4518,Online,Footwear,True,2021,2021-10
Sports Direct,1128299,2021-10-19,Midwest,Illinois,Springfield,Men's Athletic Footwear,77.32,718,55515.76,7826.11,0.141,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-19,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,84.54,445,37620.3,11304.96,0.3005,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-19,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,62.91,428,26925.48,13307.35,0.4942,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-20,South,Tennessee,Nashville,Men's Athletic Footwear,82.83,556,46053.48,13875.43,0.3013,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-20,Northeast,New York,New York,Women's Athletic Footwear,97.93,491,48083.63,17368.0,0.3612,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-20,Northeast,New York,New York,Men's Street Footwear,44.36,497,22046.92,4844.23,0.2197,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-20,Midwest,Minnesota,Minneapolis,Men's Street Footwear,51.8,729,37762.2,12474.78,0.3304,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-20,West,Colorado,Colorado Springs,Women's Apparel,35.95,348,12510.6,2967.01,0.2372,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-20,South,Tennessee,Memphis,Men's Apparel,40.54,540,21891.6,9875.34,0.4511,In-store,Apparel,False,2021,2021-10
Kohl's,1197834,2021-10-20,South,Tennessee,Memphis,Women's Street Footwear,47.51,829,39385.79,12952.86,0.3289,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-20,Midwest,Ohio,Cleveland,Men's Apparel,43.23,833,36010.59,14061.8,0.3905,In-store,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-20,South,Tennessee,Memphis,Men's Street Footwear,63.53,50,3176.5,1110.17,0.3495,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-21,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,52.71,252,13282.92,4788.62,0.3605,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,50.79,219,11123.01,2194.15,0.1973,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-21,Midwest,Ohio,Cleveland,Men's Street Footwear,36.86,601,22152.86,5694.96,0.2571,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-21,South,Tennessee,Nashville,Men's Apparel,35.51,157,5575.07,2421.99,0.4344,In-store,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-21,Midwest,Minnesota,Saint Paul,Women's Street Footwear,48.77,292,14240.84,6815.7,0.4786,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-21,West,Colorado,Colorado Springs,Women's Street Footwear,73.26,390,28571.4,14952.24,0.5233,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-21,South,Texas,Austin,Women's Street Footwear,59.6,502,29919.2,13711.34,0.4583,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-21,Southeast,North Carolina,Charlotte,Women's Apparel,37.3,830,30959.0,13817.27,0.4463,In-store,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-21,Southeast,Florida,Orlando,Men's Street Footwear,62.89,683,42953.87,21339.06,0.4968,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-21,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,63.5,841,53403.5,22539.3,0.4221,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-21,Midwest,Illinois,Springfield,Women's Apparel,34.42,84,2891.28,846.59,0.2928,Outlet,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-21,Southeast,North Carolina,Charlotte,Men's Street Footwear,61.76,104,6423.04,1647.92,0.2566,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-21,Midwest,Illinois,Springfield,Women's Athletic Footwear,56.97,407,23186.79,9333.13,0.4025,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-21,West,Colorado,Colorado Springs,Men's Street Footwear,68.73,338,23230.74,4691.91,0.202,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-21,Midwest,Michigan,Detroit,Men's Athletic Footwear,110.02,830,91316.6,36587.01,0.4007,In-store,Footwear,True,2021,2021-10
Amazon,1128302,2021-10-21,Southeast,Virginia,Richmond,Men's Apparel,29.78,239,7117.42,2461.97,0.3459,Online,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-22,West,Washington,Seattle,Men's Athletic Footwear,111.78,366,40911.48,16761.09,0.4097,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-22,South,Louisiana,Baton Rouge,Women's Apparel,44.18,107,4727.26,2146.95,0.4542,In-store,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-22,Midwest,Ohio,Cleveland,Men's Athletic Footwear,105.08,569,59790.52,17886.67,0.2992,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-22,South,Louisiana,Baton Rouge,Women's Apparel,48.62,359,17454.58,5308.88,0.3042,Online,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-22,Northeast,Massachusetts,Worcester,Men's Apparel,62.59,118,7385.62,3684.04,0.4988,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-22,Midwest,Illinois,Springfield,Women's Street Footwear,82.27,402,33072.54,14391.62,0.4352,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-22,Southeast,Georgia,Atlanta,Men's Street Footwear,67.12,262,17585.44,8069.28,0.4589,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-22,Southeast,Virginia,Virginia Beach,Women's Street Footwear,80.87,165,13343.55,4369.83,0.3275,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-22,Southeast,Georgia,Atlanta,Women's Street Footwear,51.89,111,5759.79,2895.29,0.5027,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-22,Northeast,New Jersey,Newark,Women's Apparel,51.52,373,19216.96,6855.97,0.3568,Online,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-22,Midwest,Illinois,Springfield,Men's Apparel,49.11,779,38256.69,7093.7,0.1854,Outlet,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-22,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,105.69,267,28219.23,13449.27,0.4766,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-23,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,91.79,448,41121.92,9594.63,0.2333,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-23,West,California,San Francisco,Women's Apparel,30.47,456,13894.32,2655.15,0.1911,Outlet,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-23,South,Louisiana,New Orleans,Women's Athletic Footwear,70.93,523,37096.39,16505.26,0.4449,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-23,West,Washington,Spokane,Women's Street Footwear,49.44,363,17946.72,6204.63,0.3457,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-23,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,102.23,186,19014.78,3864.44,0.2032,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-23,West,California,San Diego,Men's Street Footwear,66.21,179,11851.59,2646.67,0.2233,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-23,South,Tennessee,Nashville,Men's Apparel,47.91,434,20792.94,6333.84,0.3046,Online,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-24,Northeast,New York,Buffalo,Women's Athletic Footwear,67.27,192,12915.84,2712.63,0.21,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-24,Northeast,New Jersey,Jersey City,Men's Apparel,37.16,117,4347.72,1323.13,0.3043,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-24,South,Tennessee,Memphis,Women's Apparel,31.06,341,10591.46,1488.16,0.1405,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-24,West,Washington,Spokane,Women's Athletic Footwear,87.05,806,70162.3,34339.36,0.4894,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-24,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,57.31,243,13926.33,5510.47,0.3957,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-24,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,69.19,84,5811.96,1947.28,0.335,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-24,West,Nevada,Reno,Men's Athletic Footwear,52.01,785,40827.85,5847.76,0.1432,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-24,West,Nevada,Reno,Women's Athletic Footwear,56.69,805,45635.45,18064.19,0.3958,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-24,West,Washington,Spokane,Men's Street Footwear,75.59,230,17385.7,7898.65,0.4543,In-store,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-24,West,Washington,Seattle,Men's Apparel,58.85,370,21774.5,6857.23,0.3149,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-25,West,Colorado,Colorado Springs,Women's Street Footwear,59.68,449,26796.32,10331.77,0.3856,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-25,South,Oklahoma,Oklahoma City,Men's Street Footwear,88.53,378,33464.34,13348.54,0.3989,Online,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-25,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,42.11,298,12548.78,1971.88,0.1571,Outlet,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-25,Northeast,Massachusetts,Boston,Women's Athletic Footwear,91.73,485,44489.05,9052.33,0.2035,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-25,Northeast,New Jersey,Jersey City,Men's Apparel,32.25,565,18221.25,6325.84,0.3472,Online,Apparel,False,2021,2021-10
Kohl's,1197834,2021-10-25,Midwest,Michigan,Grand Rapids,Men's Street Footwear,77.78,490,38112.2,8810.96,0.2312,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-25,West,Washington,Seattle,Women's Street Footwear,92.45,594,54915.3,23689.71,0.4314,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-26,Midwest,Illinois,Chicago,Men's Street Footwear,75.77,38,2879.26,826.56,0.2871,Online,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-26,Midwest,Illinois,Chicago,Men's Street Footwear,53.78,680,36570.4,5480.3,0.1499,Outlet,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-26,Southeast,Georgia,Savannah,Women's Apparel,46.67,842,39296.14,13701.12,0.3487,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-26,Midwest,Ohio,Cleveland,Women's Apparel,32.48,339,11010.72,5028.57,0.4567,In-store,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-26,West,Nevada,Reno,Women's Athletic Footwear,92.26,29,2675.54,1296.18,0.4845,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-26,West,Nevada,Las Vegas,Men's Apparel,48.3,231,11157.3,3726.31,0.334,Online,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-26,Southeast,Virginia,Virginia Beach,Women's Apparel,45.46,87,3955.02,926.28,0.2342,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-26,West,Washington,Seattle,Men's Apparel,48.91,724,35410.84,10418.81,0.2942,Outlet,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-26,West,Colorado,Colorado Springs,Women's Athletic Footwear,62.13,67,4162.71,993.09,0.2386,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-26,South,Louisiana,Baton Rouge,Men's Apparel,43.21,802,34654.42,13704.85,0.3955,In-store,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-26,West,Colorado,Denver,Men's Apparel,25.97,791,20542.27,2703.8,0.1316,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-26,South,Tennessee,Nashville,Men's Street Footwear,81.59,848,69188.32,32048.31,0.4632,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-26,Midwest,Minnesota,Minneapolis,Women's Street Footwear,67.94,697,47354.18,21968.74,0.4639,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-26,South,Louisiana,Baton Rouge,Men's Street Footwear,88.3,163,14392.9,6765.59,0.4701,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-27,South,Texas,Dallas,Women's Apparel,31.81,712,22648.72,5779.83,0.2552,Online,Apparel,False,2021,2021-10
Amazon,1128302,2021-10-27,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,105.34,815,85852.1,31126.78,0.3626,In-store,Footwear,True,2021,2021-10
West Gear,1189833,2021-10-27,South,Tennessee,Nashville,Women's Apparel,22.83,208,4748.64,846.22,0.1782,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-27,West,Colorado,Denver,Women's Apparel,27.48,491,13492.68,5610.88,0.4158,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-27,Northeast,Massachusetts,Worcester,Men's Street Footwear,48.8,18,878.4,281.04,0.3199,Online,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-27,Northeast,New York,Albany,Men's Athletic Footwear,76.95,216,16621.2,7576.96,0.4559,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-27,Southeast,North Carolina,Charlotte,Women's Apparel,36.68,565,20724.2,6924.65,0.3341,Online,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-27,Southeast,Georgia,Atlanta,Men's Apparel,35.55,544,19339.2,5772.96,0.2985,Online,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-27,South,Oklahoma,Oklahoma City,Women's Apparel,35.64,341,12153.24,3967.34,0.3264,Online,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-27,West,Nevada,Reno,Men's Athletic Footwear,118.05,654,77204.7,30934.82,0.4007,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-27,Midwest,Michigan,Detroit,Women's Apparel,37.63,108,4064.04,1534.41,0.3776,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-28,South,Oklahoma,Tulsa,Men's Apparel,59.67,573,34190.91,16135.21,0.4719,In-store,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,59.86,378,22627.08,7624.73,0.337,Online,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-28,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,59.59,472,28126.48,3180.9,0.1131,Outlet,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-28,South,Oklahoma,Oklahoma City,Men's Street Footwear,66.77,613,40930.01,18050.13,0.441,In-store,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,83.52,76,6347.52,2375.53,0.3742,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-28,Northeast,New Jersey,Newark,Women's Street Footwear,92.78,533,49451.74,16042.79,0.3244,Online,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-28,South,Texas,Houston,Men's Street Footwear,57.6,612,35251.2,17175.69,0.4872,In-store,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-28,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,51.08,260,13280.8,2966.94,0.2234,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-29,Northeast,New Jersey,Newark,Men's Athletic Footwear,88.19,387,34129.53,17012.51,0.4985,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-29,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,82.9,535,44351.5,16751.76,0.3777,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-29,West,Colorado,Colorado Springs,Women's Apparel,56.35,126,7100.1,2751.3,0.3875,Online,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-29,Northeast,New York,Albany,Men's Apparel,34.1,679,23153.9,9505.35,0.4105,In-store,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-29,Northeast,New Jersey,Jersey City,Women's Apparel,45.68,282,12881.76,2251.4,0.1748,Outlet,Apparel,False,2021,2021-10
Foot Locker,1185732,2021-10-29,Northeast,New York,New York,Men's Athletic Footwear,76.77,424,32550.48,10341.43,0.3177,Online,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-29,West,California,San Diego,Women's Athletic Footwear,85.28,612,52191.36,19288.39,0.3696,In-store,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-29,Northeast,New York,Buffalo,Men's Street Footwear,74.83,171,12795.93,2335.39,0.1825,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-29,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,49.02,611,29951.22,10027.93,0.3348,Online,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-29,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,90.62,685,62074.7,20945.99,0.3374,In-store,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43.33,451,19541.83,4972.86,0.2545,Online,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-29,Midwest,Michigan,Detroit,Men's Athletic Footwear,60.99,319,19455.81,5624.83,0.2891,Online,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-29,South,Louisiana,Baton Rouge,Women's Athletic Footwear,73.53,256,18823.68,2871.39,0.1525,Outlet,Footwear,False,2021,2021-10
Amazon,1128302,2021-10-29,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,42.98,612,26303.76,5330.04,0.2026,Outlet,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-30,South,Oklahoma,Oklahoma City,Men's Apparel,38.5,597,22984.5,9329.72,0.4059,In-store,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-30,West,Nevada,Reno,Women's Apparel,39.56,276,10918.56,2115.04,0.1937,Outlet,Apparel,False,2021,2021-10
Sports Direct,1128299,2021-10-30,Midwest,Ohio,Cleveland,Men's Athletic Footwear,114.42,41,4691.22,1751.17,0.3733,Online,Footwear,False,2021,2021-10
Foot Locker,1185732,2021-10-30,West,Washington,Seattle,Women's Street Footwear,65.57,774,50751.18,10702.28,0.2109,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-30,Southeast,North Carolina,Charlotte,Men's Street Footwear,75.98,111,8433.78,2556.28,0.3031,Online,Footwear,False,2021,2021-10
West Gear,1189833,2021-10-30,Northeast,New York,Albany,Women's Apparel,32.88,510,16768.8,4270.57,0.2547,Outlet,Apparel,False,2021,2021-10
Kohl's,1197834,2021-10-30,West,Colorado,Denver,Women's Athletic Footwear,65.35,709,46333.15,17816.94,0.3845,In-store,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-30,West,Nevada,Las Vegas,Men's Apparel,36.14,617,22298.38,8907.33,0.3995,Online,Apparel,False,2021,2021-10
West Gear,1189833,2021-10-30,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,62.71,738,46279.98,11002.1,0.2377,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-30,West,Washington,Spokane,Men's Street Footwear,59.91,804,48167.64,12581.98,0.2612,Outlet,Footwear,False,2021,2021-10
Walmart,1197831,2021-10-30,West,Nevada,Reno,Men's Street Footwear,75.65,244,18458.6,3766.62,0.2041,Outlet,Footwear,False,2021,2021-10
Sports Direct,1128299,2021-10-30,Southeast,Georgia,Atlanta,Women's Street Footwear,85.49,36,3077.64,1280.79,0.4162,In-store,Footwear,False,2021,2021-10
Kohl's,1197834,2021-10-30,Midwest,Illinois,Springfield,Women's Apparel,28.45,610,17354.5,1511.53,0.0871,Outlet,Apparel,False,2021,2021-10
Walmart,1197831,2021-10-31,Northeast,New York,Albany,Men's Apparel,30.52,516,15748.32,4316.8,0.2741,Online,Apparel,False,2021,2021-10
